Település,Megye,Település típusa,Szavazókör db,Névjegyzékben szereplő választópolgárok száma,Megjelentek száma,Bélyegző nélküli szavazólapok száma,Lebélyegzett szavazólapok száma,"Érvénytelen, lebélyegzett szavazólapok száma",Érvényes szavazólapok száma,MSZP-PÁRBESZÉD,MKKP,JOBBIK,FIDESZ,MOMENTUM,DK,MI HAZÁNK,MUNKÁSPÁRT,LMP
Mezőszilas,Fejér,Község,2,1690,500,0,499,3,496,23,11,31,336,23,37,20,2,13
Moha,Fejér,Község,1,455,231,0,231,1,230,9,6,11,126,30,33,12,0,3
Mór,Fejér,Város,15,11240,5638,0,5638,18,5620,295,108,408,3113,461,754,361,19,101
Nadap,Fejér,Község,1,488,277,0,277,0,277,13,11,20,140,38,41,5,1,8
Nádasdladány,Fejér,Község,3,1439,525,0,524,0,524,15,17,73,286,24,67,31,3,8
Nagykarácsony,Fejér,Község,3,1135,390,4,386,3,383,13,6,49,230,19,51,11,1,3
Nagylók,Fejér,Község,1,878,271,0,271,2,269,19,5,25,150,32,26,6,2,4
Nagyveleg,Fejér,Község,1,513,226,0,226,0,226,10,3,21,154,11,11,11,1,4
Nagyvenyim,Fejér,Község,5,3382,1659,0,1659,6,1653,87,34,187,738,161,343,59,6,38
Óbarok,Fejér,Község,2,657,294,0,294,4,290,8,9,17,174,29,39,6,0,8
Pákozd,Fejér,Község,3,2685,1303,0,1303,9,1294,43,35,56,803,161,136,39,2,19
Pátka,Fejér,Község,2,1409,602,0,599,4,595,30,21,59,349,37,58,22,7,12
Pázmánd,Fejér,Község,2,1747,901,2,900,3,897,51,19,55,528,92,108,27,0,17
Perkáta,Fejér,Község,4,3137,920,0,920,10,910,32,15,134,497,42,141,35,1,13
Polgárdi,Fejér,Város,7,5355,1801,0,1801,14,1787,57,42,84,1169,110,230,67,4,24
Pusztaszabolcs,Fejér,Város,5,4861,1599,0,1599,5,1594,84,44,164,818,96,294,61,7,26
Pusztavám,Fejér,Község,3,1950,917,0,917,7,910,34,26,84,521,37,130,66,1,11
Rácalmás,Fejér,Város,4,3845,1720,0,1720,4,1716,90,59,212,737,175,336,66,8,33
Ráckeresztúr,Fejér,Község,3,2779,947,0,947,8,939,35,15,80,548,62,127,50,4,18
Sárbogárd,Fejér,Város,19,9775,3733,1,3732,19,3713,127,53,270,2351,155,552,142,13,50
Sáregres,Fejér,Község,1,567,227,0,227,1,226,10,1,19,162,2,21,6,1,4
Sárkeresztes,Fejér,Község,1,1265,656,0,656,5,651,39,17,43,363,70,69,24,3,23
Sárkeresztúr,Fejér,Község,2,1699,308,1,307,1,306,12,1,18,212,14,30,16,1,2
Sárkeszi,Fejér,Község,1,483,161,0,161,3,158,5,2,23,85,10,24,6,1,2
Sárosd,Fejér,Község,3,2623,751,0,751,9,742,27,6,76,431,40,127,22,4,9
Sárszentágota,Fejér,Község,2,1120,417,0,417,2,415,15,5,20,315,6,28,19,1,6
Sárszentmihály,Fejér,Község,3,2526,998,0,998,10,988,77,28,69,542,81,109,62,4,16
Seregélyes,Fejér,Község,4,3660,1213,0,1212,4,1208,34,23,74,779,74,156,40,6,22
Soponya,Fejér,Község,2,1518,469,0,469,4,465,14,7,37,316,20,38,23,1,9
Söréd,Fejér,Község,1,415,229,0,229,2,227,7,8,14,155,16,14,5,1,7
Sukoró,Fejér,Község,1,1428,913,0,913,6,907,41,16,36,535,99,141,23,1,15
Szabadbattyán,Fejér,Község,4,3915,1506,0,1506,7,1499,60,38,71,915,122,202,51,8,32
Szabadegyháza,Fejér,Község,2,1754,526,0,526,5,521,28,4,47,297,27,82,20,4,12
Szabadhídvég,Fejér,Község,2,660,225,0,225,3,222,6,4,22,154,10,11,13,1,1
Szár,Fejér,Község,2,1330,684,0,685,11,674,28,19,23,420,70,67,23,0,24
Székesfehérvár,Fejér,Megyei jogú város,92,78561,39396,4,39375,130,39245,2593,1207,1950,19555,4757,6936,1156,170,921
Tabajd,Fejér,Község,1,756,354,1,354,3,351,9,5,19,257,14,30,7,1,9
Tác,Fejér,Község,2,1352,530,0,530,3,527,15,8,42,336,38,47,29,3,9
Tordas,Fejér,Község,1,1478,768,0,768,9,759,30,32,66,373,114,103,16,4,21
Újbarok,Fejér,Község,1,356,176,0,176,0,176,6,6,9,98,21,29,5,1,1
Úrhida,Fejér,Község,2,1936,794,1,793,2,791,50,42,49,410,76,115,24,5,20
Vajta,Fejér,Község,1,665,221,0,221,0,221,9,10,27,142,4,16,10,2,1
Vál,Fejér,Község,3,2052,937,0,937,6,931,35,20,36,658,71,73,20,1,17
Velence,Fejér,Város,5,5312,2816,2,2814,18,2796,152,93,110,1378,323,569,87,10,74
Vereb,Fejér,Község,1,635,261,0,260,1,259,15,5,23,153,20,33,7,2,1
Vértesacsa,Fejér,Község,2,1434,571,0,571,2,569,21,5,27,403,30,62,11,6,4
Vértesboglár,Fejér,Község,1,735,415,0,415,2,413,13,7,21,295,36,20,8,0,13
Zámoly,Fejér,Község,2,1864,678,0,677,1,676,26,20,47,382,42,114,34,2,9
Zichyújfalu,Fejér,Község,1,765,312,0,312,0,312,16,4,25,215,14,29,2,2,5
Abda,Győr-Moson-Sopron,Község,4,2626,1139,0,1139,5,1134,72,30,76,623,90,177,29,5,32
Acsalag,Győr-Moson-Sopron,Község,1,391,251,0,251,0,251,2,4,18,196,6,16,5,0,4
Ágfalva,Győr-Moson-Sopron,Község,2,1753,818,0,818,4,814,45,14,68,456,65,102,41,8,15
Agyagosszergény,Győr-Moson-Sopron,Község,1,751,393,0,392,1,391,11,5,30,274,19,28,17,2,5
Árpás,Győr-Moson-Sopron,Község,1,211,123,0,123,0,123,7,1,12,82,2,15,2,2,0
Ásványráró,Győr-Moson-Sopron,Község,2,1649,660,0,660,5,655,31,13,34,464,33,52,10,6,12
Babót,Győr-Moson-Sopron,Község,1,938,467,0,467,2,465,25,8,45,288,15,50,24,0,10
Bágyogszovát,Győr-Moson-Sopron,Község,2,1100,533,0,533,1,532,27,3,35,386,19,25,30,1,6
Bakonygyirót,Győr-Moson-Sopron,Község,1,132,77,0,77,1,76,3,2,12,40,5,10,3,1,0
Bakonypéterd,Győr-Moson-Sopron,Község,1,231,109,0,109,0,109,2,2,6,73,10,10,3,0,3
Bakonyszentlászló,Győr-Moson-Sopron,Község,2,1477,569,0,569,4,565,31,8,47,347,27,65,32,1,7
Barbacs,Győr-Moson-Sopron,Község,1,606,235,0,235,4,231,9,5,14,158,7,28,6,1,3
Beled,Győr-Moson-Sopron,Város,3,2156,1017,0,1017,7,1010,63,24,53,700,32,102,25,2,9
Bezenye,Győr-Moson-Sopron,Község,3,960,483,0,483,2,481,15,5,16,357,20,54,6,2,6
Bezi,Győr-Moson-Sopron,Község,1,408,169,0,169,1,168,6,4,10,104,4,25,12,0,3
Bodonhely,Győr-Moson-Sopron,Község,1,264,140,0,140,0,140,3,0,23,96,2,5,10,0,1
Bogyoszló,Győr-Moson-Sopron,Község,1,528,256,0,256,1,255,13,0,26,161,13,33,3,1,5
Bőny,Győr-Moson-Sopron,Község,3,1791,629,0,629,3,626,15,12,54,376,38,87,33,2,9
Börcs,Győr-Moson-Sopron,Község,1,1023,397,0,397,4,393,26,10,32,211,37,54,11,2,10
Bősárkány,Győr-Moson-Sopron,Község,2,1742,725,0,725,2,723,27,8,45,529,29,63,12,1,9
Cakóháza,Győr-Moson-Sopron,Község,1,43,32,0,32,4,28,0,0,7,20,0,0,0,1,0
Cirák,Győr-Moson-Sopron,Község,1,436,176,0,176,3,173,4,3,12,136,4,10,3,0,1
Csáfordjánosfa,Győr-Moson-Sopron,Község,1,179,98,0,98,2,96,4,1,14,58,3,8,4,3,1
Csapod,Győr-Moson-Sopron,Község,1,433,187,0,186,3,183,5,3,16,130,6,6,15,0,2
Csér,Győr-Moson-Sopron,Község,1,29,20,0,20,0,20,2,0,0,7,1,7,3,0,0
Csikvánd,Győr-Moson-Sopron,Község,1,409,204,0,204,0,204,7,2,10,162,5,12,3,1,2
Csorna,Győr-Moson-Sopron,Város,8,8229,4208,0,4208,18,4190,151,68,226,2803,251,475,134,13,69
Darnózseli,Győr-Moson-Sopron,Község,2,1291,565,0,565,2,563,40,12,45,326,32,76,10,4,18
Dénesfa,Győr-Moson-Sopron,Község,1,322,157,0,157,0,157,7,0,16,90,14,22,4,1,3
Dör,Győr-Moson-Sopron,Község,1,501,275,0,275,0,275,11,4,16,201,11,17,9,0,6
Dunakiliti,Győr-Moson-Sopron,Község,2,1439,602,0,602,4,598,12,10,31,384,48,72,21,3,17
Dunaremete,Győr-Moson-Sopron,Község,1,209,99,0,99,1,98,3,3,6,64,8,6,4,2,2
Dunaszeg,Győr-Moson-Sopron,Község,2,1698,644,0,644,2,642,23,22,28,403,64,67,19,2,14
Dunaszentpál,Győr-Moson-Sopron,Község,1,589,211,0,211,0,211,14,8,19,114,18,29,6,1,2
Dunasziget,Győr-Moson-Sopron,Község,3,1224,565,0,564,3,561,14,15,38,368,33,64,14,3,12
Ebergőc,Győr-Moson-Sopron,Község,1,135,72,0,72,1,71,2,1,4,54,1,8,0,1,0
Écs,Győr-Moson-Sopron,Község,2,1642,750,0,750,0,750,32,15,48,494,47,58,35,3,18
Edve,Győr-Moson-Sopron,Község,1,102,72,0,72,0,72,2,1,12,42,0,10,5,0,0
Egyed,Győr-Moson-Sopron,Község,1,433,224,0,224,1,223,7,4,18,145,5,32,7,0,5
Egyházasfalu,Győr-Moson-Sopron,Község,1,715,361,0,361,3,358,13,3,19,266,14,26,13,1,3
Enese,Győr-Moson-Sopron,Község,1,1419,583,0,583,1,582,16,9,50,391,33,59,15,2,7
Farád,Győr-Moson-Sopron,Község,2,1569,784,0,784,10,774,25,6,50,583,30,58,18,1,3
Fehértó,Győr-Moson-Sopron,Község,1,378,164,0,164,1,163,9,2,21,103,8,12,3,0,5
Feketeerdő,Győr-Moson-Sopron,Község,1,430,202,0,202,1,201,15,5,13,114,13,29,11,0,1
Felpéc,Győr-Moson-Sopron,Község,1,758,306,0,306,1,305,6,10,33,184,29,31,7,2,3
Fenyőfő,Győr-Moson-Sopron,Község,1,97,48,0,48,3,45,2,2,3,24,4,3,3,1,3
Fertőboz,Győr-Moson-Sopron,Község,1,248,134,0,134,0,134,10,1,9,82,8,18,2,1,3
Fertőd,Győr-Moson-Sopron,Város,4,2664,1308,0,1308,8,1300,59,19,75,852,69,141,48,9,28
Fertőendréd,Győr-Moson-Sopron,Község,1,500,260,0,260,1,259,13,2,14,179,15,12,19,0,5
Fertőhomok,Győr-Moson-Sopron,Község,1,623,331,0,331,2,329,14,13,27,198,25,30,9,4,9
Fertőrákos,Győr-Moson-Sopron,Község,2,1810,806,0,806,6,800,55,19,55,387,83,153,32,3,13
Fertőszentmiklós,Győr-Moson-Sopron,Város,4,3099,1626,0,1626,4,1622,58,31,61,1135,102,143,64,4,24
Fertőszéplak,Győr-Moson-Sopron,Község,1,1016,488,0,488,3,485,11,13,25,337,35,31,22,2,9
Gönyű,Győr-Moson-Sopron,Község,3,2547,954,0,954,5,949,52,21,61,570,68,122,36,2,17
Gyalóka,Győr-Moson-Sopron,Község,1,55,32,0,32,0,32,3,0,6,17,1,4,0,0,1
Gyarmat,Győr-Moson-Sopron,Község,1,1097,521,0,521,5,516,17,15,38,363,16,49,9,4,5
Gyóró,Győr-Moson-Sopron,Község,1,324,167,0,167,0,167,4,5,7,126,4,5,13,0,3
Gyömöre,Győr-Moson-Sopron,Község,1,973,364,0,364,1,363,13,7,26,242,19,33,11,1,11
Győr,Győr-Moson-Sopron,Megyei jogú város,96,99531,46786,3,46772,143,46629,2596,1269,2337,24791,5419,7760,1262,135,1060
Győrasszonyfa,Győr-Moson-Sopron,Község,1,425,176,0,176,2,174,6,1,18,121,8,11,5,1,3
Győrladamér,Győr-Moson-Sopron,Község,1,1347,604,0,604,0,604,26,18,32,328,63,91,21,3,22
Győrság,Győr-Moson-Sopron,Község,1,1209,530,0,530,2,528,16,10,24,379,36,20,28,5,10
Győrsövényház,Győr-Moson-Sopron,Község,1,646,257,0,257,2,255,8,1,23,166,15,30,9,0,3
Győrszemere,Győr-Moson-Sopron,Község,3,2562,890,0,890,3,887,24,17,71,584,46,101,28,1,15
Győrújbarát,Győr-Moson-Sopron,Község,5,5456,2770,0,2770,10,2760,118,65,106,1563,370,377,86,7,68
Győrújfalu,Győr-Moson-Sopron,Község,1,1550,832,0,832,1,831,30,29,39,506,94,72,33,3,25
Győrzámoly,Győr-Moson-Sopron,Község,2,2300,1019,0,1019,4,1015,34,24,51,605,110,123,32,4,32
Halászi,Győr-Moson-Sopron,Község,3,2538,1090,0,1090,4,1086,44,22,43,699,69,132,38,5,34
Harka,Győr-Moson-Sopron,Község,2,1939,892,0,892,2,890,51,31,46,459,103,124,59,3,14
Hédervár,Győr-Moson-Sopron,Község,1,980,397,0,397,1,396,14,13,23,225,29,76,10,0,6
Hegyeshalom,Győr-Moson-Sopron,Község,3,2712,1074,0,1074,4,1070,60,14,61,608,86,164,47,3,27
Hegykő,Győr-Moson-Sopron,Község,1,1232,682,0,682,2,680,22,15,23,497,35,43,29,4,12
Hidegség,Győr-Moson-Sopron,Község,1,332,197,0,197,0,197,4,5,8,120,16,23,13,1,7
Himod,Győr-Moson-Sopron,Község,1,531,263,0,263,2,261,7,6,8,187,5,18,29,0,1
Hövej,Győr-Moson-Sopron,Község,1,253,155,0,155,0,155,3,1,3,128,2,7,9,1,1
Ikrény,Győr-Moson-Sopron,Község,2,1477,670,0,670,2,668,31,30,61,347,69,90,21,3,16
Iván,Győr-Moson-Sopron,Község,1,996,374,0,374,2,372,9,1,45,246,7,38,23,0,3
Jánossomorja,Győr-Moson-Sopron,Város,7,4867,1913,0,1913,15,1898,52,30,115,1258,92,263,59,3,26
Jobaháza,Győr-Moson-Sopron,Község,1,468,198,0,198,1,197,3,9,13,145,5,17,3,2,0
Kajárpéc,Győr-Moson-Sopron,Község,1,1031,434,0,434,2,432,12,10,30,309,19,30,15,1,6
Kapuvár,Győr-Moson-Sopron,Város,9,8262,4198,3,4193,23,4170,137,61,230,2740,231,511,181,14,65
Károlyháza,Győr-Moson-Sopron,Község,1,446,153,0,153,0,153,7,2,11,101,4,21,3,2,2
Kimle,Győr-Moson-Sopron,Község,3,1830,722,0,721,4,717,33,28,46,459,45,69,15,4,18
Kisbabot,Győr-Moson-Sopron,Község,1,199,127,0,127,0,127,3,1,8,92,5,11,3,0,4
Kisbajcs,Győr-Moson-Sopron,Község,1,707,339,0,339,4,335,19,7,23,202,23,38,11,3,9
Kisbodak,Győr-Moson-Sopron,Község,1,288,156,0,156,0,156,5,1,17,105,7,12,7,0,2
Kisfalud,Győr-Moson-Sopron,Község,1,622,342,1,341,1,340,7,1,15,254,8,29,8,8,10
Kóny,Győr-Moson-Sopron,Község,2,2192,1001,0,1001,3,998,83,16,93,598,41,109,31,7,20
Kópháza,Győr-Moson-Sopron,Község,2,1671,853,0,853,7,846,48,11,60,525,72,97,21,2,10
Koroncó,Győr-Moson-Sopron,Község,2,1785,675,0,675,3,672,29,9,39,441,35,82,23,2,12
Kunsziget,Győr-Moson-Sopron,Község,1,998,482,0,482,2,480,20,16,37,269,47,53,20,5,13
Lázi,Győr-Moson-Sopron,Község,1,446,175,0,175,1,174,6,2,15,108,9,23,7,1,3
Lébény,Győr-Moson-Sopron,Város,3,2545,1093,0,1092,10,1082,51,16,66,693,67,134,32,1,22
Levél,Győr-Moson-Sopron,Község,2,1493,549,1,548,4,544,21,10,43,319,37,73,19,4,18
Lipót,Győr-Moson-Sopron,Község,1,602,288,0,288,0,288,16,14,17,185,9,38,5,0,4
Lövő,Győr-Moson-Sopron,Község,1,1175,582,0,582,3,579,35,6,34,376,28,70,13,2,15
Maglóca,Győr-Moson-Sopron,Község,1,83,57,0,57,1,56,3,0,1,38,2,8,3,0,1
Magyarkeresztúr,Győr-Moson-Sopron,Község,1,388,147,0,147,1,146,1,0,12,110,2,14,3,0,4
Máriakálnok,Győr-Moson-Sopron,Község,2,1509,603,0,603,2,601,14,13,33,391,37,91,13,1,8
Markotabödöge,Győr-Moson-Sopron,Község,1,390,162,0,162,0,162,4,4,14,108,9,14,7,1,1
Mecsér,Győr-Moson-Sopron,Község,1,504,229,0,229,2,227,5,3,16,157,20,17,5,1,3
Mérges,Győr-Moson-Sopron,Község,1,84,47,0,47,0,47,2,2,5,32,0,3,1,0,2
Mezőörs,Győr-Moson-Sopron,Község,1,776,349,0,349,0,349,8,6,15,262,7,30,13,0,8
Mihályi,Győr-Moson-Sopron,Község,1,897,498,0,497,4,493,9,4,32,375,8,41,19,0,5
Mórichida,Győr-Moson-Sopron,Község,1,681,318,0,318,1,317,13,6,16,238,9,20,11,0,4
Mosonmagyaróvár,Győr-Moson-Sopron,Város,30,25499,10596,0,10592,49,10543,575,291,611,5380,876,2205,322,54,229
Mosonszentmiklós,Győr-Moson-Sopron,Község,2,2029,785,0,785,2,783,32,14,82,482,48,81,27,2,15
Mosonszolnok,Győr-Moson-Sopron,Község,2,1385,499,0,499,0,499,37,9,49,300,31,48,19,1,5
Mosonudvar,Győr-Moson-Sopron,Község,1,367,112,0,112,0,112,8,2,11,50,1,34,4,1,1
Nagybajcs,Győr-Moson-Sopron,Község,1,791,391,0,391,2,389,10,11,24,252,23,40,13,1,15
Nagycenk,Győr-Moson-Sopron,Község,2,1730,815,0,815,2,813,36,21,71,466,63,107,21,1,27
Nagylózs,Győr-Moson-Sopron,Község,1,825,407,0,407,1,406,27,14,22,249,28,44,10,8,4
Nagyszentjános,Győr-Moson-Sopron,Község,2,1477,524,0,524,4,520,36,13,36,314,28,73,10,2,8
Nemeskér,Győr-Moson-Sopron,Község,1,172,101,0,101,0,101,10,0,4,63,8,11,4,0,1
Nyalka,Győr-Moson-Sopron,Község,1,364,186,0,186,0,186,1,3,22,118,9,23,7,0,3
Nyúl,Győr-Moson-Sopron,Község,4,3511,1675,1,1674,3,1671,53,45,95,997,181,199,59,7,35
Osli,Győr-Moson-Sopron,Község,1,717,333,0,333,2,331,6,5,21,240,9,17,24,1,8
Öttevény,Győr-Moson-Sopron,Község,3,2437,1002,0,999,5,994,36,27,64,609,68,105,50,6,29
Páli,Győr-Moson-Sopron,Község,1,325,142,0,142,0,142,2,1,12,102,3,19,2,0,1
Pannonhalma,Győr-Moson-Sopron,Város,4,2815,1211,0,1211,10,1201,49,30,53,744,108,139,34,5,39
Pásztori,Győr-Moson-Sopron,Község,1,247,141,0,141,1,140,5,1,14,87,8,19,4,0,2
Pázmándfalu,Győr-Moson-Sopron,Község,1,825,344,0,344,2,342,13,5,26,213,26,38,11,0,10
Pér,Győr-Moson-Sopron,Község,3,2040,804,0,804,3,801,27,15,70,490,50,94,37,2,16
Pereszteg,Győr-Moson-Sopron,Község,1,1180,528,0,528,1,527,19,7,37,358,27,55,16,0,8
Petőháza,Győr-Moson-Sopron,Község,1,885,473,0,473,2,471,23,8,32,304,23,45,26,0,10
Pinnye,Győr-Moson-Sopron,Község,1,296,166,0,166,0,166,2,8,10,118,8,6,10,0,4
Potyond,Győr-Moson-Sopron,Község,1,92,55,0,55,2,53,0,0,5,37,3,4,3,0,1
Pusztacsalád,Győr-Moson-Sopron,Község,1,226,149,0,149,5,144,4,0,12,111,1,5,6,0,5
Püski,Győr-Moson-Sopron,Község,1,514,244,0,244,0,244,16,2,21,156,5,28,14,2,0
Rábacsanak,Győr-Moson-Sopron,Község,1,430,194,0,194,1,193,11,0,17,130,12,14,8,0,1
Rábacsécsény,Győr-Moson-Sopron,Község,1,478,214,0,214,1,213,2,1,6,167,12,20,1,1,3
Rábakecöl,Győr-Moson-Sopron,Község,1,603,278,0,278,1,277,21,1,26,156,16,35,15,1,6
Rábapatona,Győr-Moson-Sopron,Község,2,2106,824,1,823,9,814,26,18,64,507,42,110,26,2,19
Rábapordány,Győr-Moson-Sopron,Község,1,821,397,0,397,3,394,25,6,18,264,19,46,8,2,6
Rábasebes,Győr-Moson-Sopron,Község,1,71,49,0,49,0,49,4,1,2,29,1,6,6,0,0
Rábaszentandrás,Győr-Moson-Sopron,Község,1,372,213,0,213,2,211,4,4,13,160,4,15,7,3,1
Rábaszentmihály,Győr-Moson-Sopron,Község,1,423,208,0,208,1,207,6,2,21,147,2,19,6,2,2
Rábaszentmiklós,Győr-Moson-Sopron,Község,1,123,84,0,84,1,83,2,1,3,65,0,8,4,0,0
Rábatamási,Győr-Moson-Sopron,Község,1,822,431,0,431,2,429,24,6,26,303,8,26,29,0,7
Rábcakapi,Győr-Moson-Sopron,Község,1,140,68,0,68,0,68,1,0,3,57,4,1,2,0,0
Rajka,Győr-Moson-Sopron,Község,3,1480,707,0,707,2,705,42,8,46,442,27,94,24,7,15
Ravazd,Győr-Moson-Sopron,Község,1,1034,417,0,417,3,414,12,14,33,262,24,46,17,0,6
Répceszemere,Győr-Moson-Sopron,Község,1,226,116,0,116,1,115,7,0,15,77,2,9,2,2,1
Répcevis,Győr-Moson-Sopron,Község,1,284,199,0,199,0,199,11,3,16,150,8,2,4,1,4
Rétalap,Győr-Moson-Sopron,Község,1,460,157,0,157,1,156,4,1,13,115,2,15,2,1,3
Románd,Győr-Moson-Sopron,Község,1,258,103,0,103,0,103,5,4,9,73,1,3,7,1,0
Röjtökmuzsaj,Győr-Moson-Sopron,Község,1,360,179,1,179,1,178,6,3,6,128,10,16,7,0,2
Sarród,Győr-Moson-Sopron,Község,3,775,429,0,429,2,427,12,4,20,312,24,41,9,0,5
Sikátor,Győr-Moson-Sopron,Község,1,259,119,0,119,3,116,2,0,8,75,2,15,11,0,3
Sobor,Győr-Moson-Sopron,Község,1,218,103,0,103,0,103,0,3,4,74,5,11,6,0,0
Sokorópátka,Győr-Moson-Sopron,Község,1,944,402,0,402,1,401,14,6,16,304,11,30,14,0,6
Sopron,Győr-Moson-Sopron,Megyei jogú város,50,47244,24118,0,24115,90,24025,1550,596,1180,13255,2503,3519,790,67,565
Sopronhorpács,Győr-Moson-Sopron,Község,1,671,416,0,416,3,413,14,3,17,302,12,31,26,2,6
Sopronkövesd,Győr-Moson-Sopron,Község,1,1013,513,0,513,3,510,20,4,29,338,42,45,21,0,11
Sopronnémeti,Győr-Moson-Sopron,Község,1,254,138,0,138,2,136,3,1,15,86,8,19,3,0,1
Szakony,Győr-Moson-Sopron,Község,1,342,165,0,165,1,164,6,1,16,108,8,16,8,0,1
Szany,Győr-Moson-Sopron,Község,2,1757,872,0,872,6,866,27,10,71,586,21,104,40,4,3
Szárföld,Győr-Moson-Sopron,Község,1,792,390,0,390,4,386,11,3,25,288,14,24,12,0,9
Szerecseny,Győr-Moson-Sopron,Község,1,666,255,0,255,0,255,3,5,20,183,7,21,14,2,0
Szil,Győr-Moson-Sopron,Község,1,1082,451,0,451,3,448,15,6,49,282,16,57,13,3,7
Szilsárkány,Győr-Moson-Sopron,Község,1,558,288,0,288,0,288,7,1,17,222,10,20,11,0,0
Táp,Győr-Moson-Sopron,Község,1,605,272,0,272,2,270,14,10,20,188,11,16,7,0,4
Tápszentmiklós,Győr-Moson-Sopron,Község,1,740,320,0,320,3,317,11,9,25,203,26,26,9,2,6
Tarjánpuszta,Győr-Moson-Sopron,Község,1,333,154,0,154,3,151,7,3,9,96,5,19,8,3,1
Tárnokréti,Győr-Moson-Sopron,Község,1,163,92,0,92,0,92,4,0,5,76,2,4,1,0,0
Tényő,Győr-Moson-Sopron,Község,1,1286,549,0,549,3,546,15,10,23,362,33,68,19,3,13
Tét,Győr-Moson-Sopron,Város,3,3260,1203,0,1203,3,1200,35,21,86,844,50,102,31,7,24
Töltéstava,Győr-Moson-Sopron,Község,2,1684,698,0,698,1,697,21,16,46,419,61,80,35,2,17
Újkér,Győr-Moson-Sopron,Község,1,819,377,0,377,2,375,8,2,18,287,8,30,18,0,4
Újrónafő,Győr-Moson-Sopron,Község,1,647,251,0,251,3,248,32,2,20,125,6,45,10,1,7
Und,Győr-Moson-Sopron,Község,1,267,146,0,146,0,146,7,5,7,86,14,18,2,1,6
Vadosfa,Győr-Moson-Sopron,Község,1,80,48,0,48,0,48,0,1,1,41,0,1,3,0,1
Vág,Győr-Moson-Sopron,Község,1,432,215,0,215,2,213,6,10,15,135,5,26,9,1,6
Vámosszabadi,Győr-Moson-Sopron,Község,1,1621,735,0,734,3,731,18,26,45,428,93,74,24,4,19
Várbalog,Győr-Moson-Sopron,Község,1,298,153,0,153,0,153,3,3,4,121,1,13,5,1,2
Vásárosfalu,Győr-Moson-Sopron,Község,1,131,80,0,80,2,78,2,2,5,61,1,4,2,1,0
Vének,Győr-Moson-Sopron,Község,1,150,90,0,90,0,90,5,4,8,57,6,3,6,1,0
Veszkény,Győr-Moson-Sopron,Község,1,761,436,0,436,1,435,18,7,30,283,22,64,7,0,4
Veszprémvarsány,Győr-Moson-Sopron,Község,1,836,369,0,369,3,366,27,8,39,212,19,43,9,3,6
Vitnyéd,Győr-Moson-Sopron,Község,1,1107,553,0,553,2,551,23,9,35,371,26,55,16,4,12
Völcsej,Győr-Moson-Sopron,Község,1,307,196,0,196,0,196,4,9,17,123,15,19,4,0,5
Zsebeháza,Győr-Moson-Sopron,Község,1,118,70,0,70,0,70,8,1,2,43,1,11,2,0,2
Zsira,Győr-Moson-Sopron,Község,1,541,277,0,277,1,276,15,4,17,167,24,36,12,0,1
Álmosd,Hajdú-Bihar,Község,2,1433,373,0,373,2,371,17,5,29,214,12,82,7,0,5
Ártánd,Hajdú-Bihar,Község,1,538,206,0,206,3,203,8,4,9,144,6,27,1,3,1
Bagamér,Hajdú-Bihar,Község,2,1874,470,0,470,6,464,24,9,32,307,8,61,14,4,5
Bakonszeg,Hajdú-Bihar,Község,1,983,352,0,352,3,349,12,2,28,202,17,64,13,3,8
Balmazújváros,Hajdú-Bihar,Város,17,14016,4479,0,4478,31,4447,252,91,472,2460,287,593,176,32,84
Báránd,Hajdú-Bihar,Község,3,2038,661,0,661,3,658,37,7,61,425,29,76,20,0,3
Bedő,Hajdú-Bihar,Község,1,286,117,0,117,4,113,2,1,4,99,0,5,0,0,2
Berekböszörmény,Hajdú-Bihar,Község,2,1508,453,0,453,3,450,27,1,26,328,6,39,19,0,4
Berettyóújfalu,Hajdú-Bihar,Város,16,12054,4741,1,4739,29,4710,364,98,354,2581,282,806,149,18,58
Bihardancsháza,Hajdú-Bihar,Község,1,156,85,0,85,4,81,2,1,12,53,2,6,4,0,1
Biharkeresztes,Hajdú-Bihar,Város,5,3610,1249,0,1249,12,1237,113,23,81,783,40,138,40,3,16
Biharnagybajom,Hajdú-Bihar,Község,3,2043,532,0,532,4,528,32,7,65,283,20,77,35,4,5
Bihartorda,Hajdú-Bihar,Község,1,759,262,0,262,3,259,15,2,22,153,7,45,8,3,4
Bocskaikert,Hajdú-Bihar,Község,2,2802,1098,0,1098,2,1096,40,27,79,624,102,157,39,7,21
Bojt,Hajdú-Bihar,Község,1,416,139,0,139,1,138,7,0,14,95,2,15,5,0,0
Csökmő,Hajdú-Bihar,Község,3,1553,468,0,468,2,466,29,7,37,276,26,65,13,6,7
Darvas,Hajdú-Bihar,Község,1,480,140,0,140,0,140,15,7,13,73,5,23,1,2,1
Debrecen,Hajdú-Bihar,Megyei jogú város,137,161007,67673,4,67629,307,67322,3652,1914,3682,35759,7628,10746,1991,303,1647
Derecske,Hajdú-Bihar,Város,8,6817,2296,0,2296,8,2288,90,32,162,1534,171,211,50,4,34
Ebes,Hajdú-Bihar,Község,4,3801,1330,0,1330,6,1324,68,38,123,700,119,205,34,6,31
Egyek,Hajdú-Bihar,Község,7,4019,1144,0,1144,6,1138,52,14,117,740,38,125,37,3,12
Esztár,Hajdú-Bihar,Község,1,1116,335,0,335,2,333,16,7,15,235,21,33,2,2,2
